CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Apolo Anton Ohno,4,6,Percent,28.0,16.5%,0.0%-96.5%,21.520214080810547,1.0,0.09830544167198241,0.00022875536524225026,0.0,0.039774537086486816,0.06705079227685928,Safe
Heather Mills,4,6,Percent,23.0,13.5%,0.0%-15.0%,8.010406494140625,5.0,0.09830544167198241,0.00022875536524225026,0.0,0.039774537086486816,0.06705079227685928,Eliminated (Place 7)
Billy Ray Cyrus,4,6,Percent,21.0,12.4%,1.2%-97.6%,8.346600532531738,4.0,0.09830544167198241,0.00022875536524225026,0.0,0.039774537086486816,0.06705079227685928,Safe
Joey Fatone,4,6,Percent,27.0,15.9%,0.0%-96.5%,19.63791275024414,2.0,0.09830544167198241,0.00022875536524225026,0.0,0.039774537086486816,0.06705079227685928,Safe
John Ratzenberger,4,7,Percent,22.5,14.6%,0.0%-18.8%,16.038284301757812,3.0,0.013658092659898102,0.0001634789223317057,0.0,0.0002282857894897461,0.0005858218064531684,Eliminated (Place 6)
Ian Ziering,4,7,Percent,27.0,17.5%,0.0%-97.7%,16.898683547973633,2.0,0.013658092659898102,0.0001634789223317057,0.0,0.0002282857894897461,0.0005858218064531684,Safe
Laila Ali,4,7,Percent,29.5,19.1%,0.0%-97.7%,17.359846115112305,1.0,0.013658092659898102,0.0001634789223317057,0.0,0.0002282857894897461,0.0005858218064531684,Safe
Apolo Anton Ohno,4,7,Percent,27.0,17.5%,0.0%-97.7%,16.898683547973633,2.0,0.013658092659898102,0.0001634789223317057,0.0,0.0002282857894897461,0.0005858218064531684,Safe
Billy Ray Cyrus,4,7,Percent,19.0,12.3%,2.3%-100.0%,15.444648742675781,4.0,0.013658092659898102,0.0001634789223317057,0.0,0.0002282857894897461,0.0005858218064531684,Safe
Joey Fatone,4,7,Percent,29.5,19.1%,0.0%-97.7%,17.359846115112305,1.0,0.013658092659898102,0.0001634789223317057,0.0,0.0002282857894897461,0.0005858218064531684,Safe
Ian Ziering,4,8,Percent,23.5,18.7%,0.0%-100.0%,19.154531478881836,4.0,0.0016975827515125273,0.0,0.0,1.6689300537109375e-06,0.002826523035764694,Safe
Laila Ali,4,8,Percent,26.5,21.1%,0.0%-100.0%,20.742502212524414,3.0,0.0016975827515125273,0.0,0.0,1.6689300537109375e-06,0.002826523035764694,Safe
Apolo Anton Ohno,4,8,Percent,29.0,23.1%,0.0%-100.0%,22.074460983276367,1.0,0.0016975827515125273,0.0,0.0,1.6689300537109375e-06,0.002826523035764694,Safe
Billy Ray Cyrus,4,8,Percent,19.0,15.1%,0.0%-24.9%,16.750545501708984,5.0,0.0016975827515125273,0.0,0.0,1.6689300537109375e-06,0.002826523035764694,Eliminated (Place 5)
Joey Fatone,4,8,Percent,27.5,21.9%,0.0%-100.0%,21.2779483795166,2.0,0.0016975827515125273,0.0,0.0,1.6689300537109375e-06,0.002826523035764694,Safe
Ian Ziering,4,9,Percent,29.0,24.5%,0.0%-25.5%,23.933380126953125,3.0,0.00038987500593066213,0.0,0.0,0.00025087594985961914,0.00023166509345173836,Eliminated (Place 4)
Laila Ali,4,9,Percent,30.0,25.3%,0.0%-100.0%,25.655027389526367,1.0,0.00038987500593066213,0.0,0.0,0.00025087594985961914,0.00023166509345173836,Safe
Apolo Anton Ohno,4,9,Percent,29.5,24.9%,0.0%-100.0%,24.756563186645508,2.0,0.00038987500593066213,0.0,0.0,0.00025087594985961914,0.00023166509345173836,Safe
Joey Fatone,4,9,Percent,30.0,25.3%,0.0%-100.0%,25.655027389526367,1.0,0.00038987500593066213,0.0,0.0,0.00025087594985961914,0.00023166509345173836,Safe
Laila Ali,4,10,Percent,28.3332,32.8%,0.0%-50.6%,32.160682678222656,3.0,0.0007284000515937805,0.0,0.0,0.0005779862403869629,0.00025068968534469604,Eliminated (Place 3)
Apolo Anton Ohno,4,10,Percent,29.3332,34.0%,32.7%-100.0%,34.7404899597168,1.0,0.0007284000515937805,0.0,0.0,0.0005779862403869629,0.00025068968534469604,Safe
Joey Fatone,4,10,Percent,28.6665,33.2%,0.0%-50.4%,33.09882736206055,2.0,0.0007284000515937805,0.0,0.0,0.0005779862403869629,0.00025068968534469604,Eliminated (Place 2)
Cameron Mathison,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.172887802124023,4.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Jane Seymour,5,1,Percent,24.0,9.3%,0.0%-100.0%,9.303240776062012,3.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Sabrina Bryan,5,1,Percent,26.0,10.1%,0.0%-100.0%,10.05594253540039,1.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Jennie Garth,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.172887802124023,4.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Floyd Mayweather Jr. ,5,1,Percent,18.0,7.0%,0.0%-100.0%,7.049585819244385,6.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Josie Maran,5,1,Percent,16.0,6.2%,0.0%-10.4%,6.300962924957275,7.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Eliminated (Place 12)
Albert Reed,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.172887802124023,4.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Helio Castroneves,5,1,Percent,25.0,9.7%,0.0%-100.0%,9.68912124633789,2.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Mel B,5,1,Percent,24.0,9.3%,0.0%-100.0%,9.303240776062012,3.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Wayne Newton,5,1,Percent,19.0,7.4%,0.0%-100.0%,7.433469772338867,5.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Marie Osmond,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.172887802124023,4.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Mark Cuban,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.172887802124023,4.0,0.003854007367044687,0.0,0.0,8.881092071533203e-06,0.0064085437916219234,Safe
Cameron Mathison,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.193291664123535,5.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Jane Seymour,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.193291664123535,5.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Sabrina Bryan,5,2,Percent,26.0,10.9%,0.0%-96.2%,12.947607040405273,2.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Jennie Garth,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.193291664123535,5.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Floyd Mayweather Jr. ,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.193291664123535,5.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Albert Reed,5,2,Percent,21.0,8.8%,0.0%-9.4%,7.860288619995117,6.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Eliminated (Place 11)
Helio Castroneves,5,2,Percent,27.0,11.3%,0.0%-96.2%,13.72819995880127,1.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Mel B,5,2,Percent,23.0,9.7%,0.0%-96.2%,10.384674072265625,4.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Wayne Newton,5,2,Percent,15.0,6.3%,2.5%-98.7%,4.3180766105651855,8.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Marie Osmond,5,2,Percent,24.0,10.1%,0.0%-96.2%,11.746368408203125,3.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Mark Cuban,5,2,Percent,18.0,7.6%,1.3%-97.5%,6.2416205406188965,7.0,0.07075885189697147,0.000450522726168856,0.0,0.013750255107879639,0.03494463115930557,Safe
Cameron Mathison,5,3,Percent,23.0,9.6%,0.0%-100.0%,9.768393516540527,4.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Jane Seymour,5,3,Percent,27.0,11.3%,0.0%-100.0%,10.690728187561035,1.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Sabrina Bryan,5,3,Percent,27.0,11.3%,0.0%-100.0%,10.690728187561035,1.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Jennie Garth,5,3,Percent,26.0,10.9%,0.0%-100.0%,10.434806823730469,2.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Floyd Mayweather Jr. ,5,3,Percent,21.0,8.8%,0.0%-100.0%,9.345447540283203,6.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Helio Castroneves,5,3,Percent,24.0,10.0%,0.0%-100.0%,9.995458602905273,3.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Mel B,5,3,Percent,27.0,11.3%,0.0%-100.0%,10.690728187561035,1.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Wayne Newton,5,3,Percent,18.0,7.5%,0.0%-12.5%,8.558060646057129,7.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Eliminated (Place 10)
Marie Osmond,5,3,Percent,26.0,10.9%,0.0%-100.0%,10.434806823730469,2.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Mark Cuban,5,3,Percent,20.0,8.4%,0.0%-100.0%,9.39084243774414,5.0,0.0102500194683671,0.0,0.0,0.009151637554168701,0.0018306365236639977,Safe
Cameron Mathison,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.535744667053223,2.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Jane Seymour,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.11258602142334,3.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Sabrina Bryan,5,4,Percent,30.0,12.8%,0.0%-99.6%,12.805562973022461,1.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Jennie Garth,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.535744667053223,2.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Floyd Mayweather Jr. ,5,4,Percent,23.0,9.8%,0.0%-12.4%,9.823638916015625,4.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Eliminated (Place 9)
Helio Castroneves,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.535744667053223,2.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Mel B,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.11258602142334,3.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Marie Osmond,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.11258602142334,3.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Mark Cuban,5,4,Percent,22.0,9.4%,0.4%-100.0%,9.425808906555176,5.0,0.00229243355570361,8.511527994414791e-06,0.0,2.300739288330078e-05,0.0026475065387785435,Safe
Cameron Mathison,5,5,Percent,26.0,13.1%,0.0%-100.0%,12.776509284973145,3.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Safe
Jane Seymour,5,5,Percent,26.0,13.1%,0.0%-100.0%,12.776509284973145,3.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Safe
Sabrina Bryan,5,5,Percent,28.0,14.1%,0.0%-100.0%,13.253799438476562,2.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Safe
Jennie Garth,5,5,Percent,25.0,12.6%,0.0%-100.0%,12.530281066894531,4.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Safe
Helio Castroneves,5,5,Percent,23.0,11.6%,0.0%-100.0%,12.043729782104492,5.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Safe
Mel B,5,5,Percent,29.0,14.6%,0.0%-100.0%,13.495697021484375,1.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Safe
Marie Osmond,5,5,Percent,21.0,10.6%,0.0%-100.0%,11.561739921569824,6.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Safe
Mark Cuban,5,5,Percent,21.0,10.6%,0.0%-14.4%,11.561739921569824,6.0,0.0006378837861120701,0.0,0.0,7.510185241699219e-06,0.0010506226681172848,Eliminated (Place 8)
Cameron Mathison,5,6,Percent,25.0,13.9%,0.0%-97.2%,13.67358112335205,4.0,0.03283973215147853,0.0002778087800834328,0.0,0.005608558654785156,0.008344118483364582,Safe
Jane Seymour,5,6,Percent,22.0,12.2%,1.7%-98.9%,11.286826133728027,7.0,0.03283973215147853,0.0002778087800834328,0.0,0.005608558654785156,0.008344118483364582,Safe
Sabrina Bryan,5,6,Percent,25.0,13.9%,0.0%-14.7%,13.109260559082031,5.0,0.03283973215147853,0.0002778087800834328,0.0,0.005608558654785156,0.008344118483364582,Eliminated (Place 7)
Jennie Garth,5,6,Percent,27.0,15.0%,0.0%-97.2%,15.428054809570312,3.0,0.03283973215147853,0.0002778087800834328,0.0,0.005608558654785156,0.008344118483364582,Safe
Helio Castroneves,5,6,Percent,28.0,15.6%,0.0%-97.2%,16.304706573486328,2.0,0.03283973215147853,0.0002778087800834328,0.0,0.005608558654785156,0.008344118483364582,Safe
Mel B,5,6,Percent,30.0,16.7%,0.0%-97.2%,18.097265243530273,1.0,0.03283973215147853,0.0002778087800834328,0.0,0.005608558654785156,0.008344118483364582,Safe
Marie Osmond,5,6,Percent,23.0,12.8%,1.1%-98.3%,12.100303649902344,6.0,0.03283973215147853,0.0002778087800834328,0.0,0.005608558654785156,0.008344118483364582,Safe
Cameron Mathison,5,7,Percent,25.5,16.3%,0.0%-100.0%,13.922333717346191,4.0,0.009025033563375473,0.0,0.0,9.894371032714844e-05,0.014876816421747208,Safe
Jane Seymour,5,7,Percent,25.0,16.0%,0.0%-17.3%,11.188572883605957,5.0,0.009025033563375473,0.0,0.0,9.894371032714844e-05,0.014876816421747208,Eliminated (Place 6)
Jennie Garth,5,7,Percent,26.5,17.0%,0.0%-100.0%,19.459619522094727,2.0,0.009025033563375473,0.0,0.0,9.894371032714844e-05,0.014876816421747208,Safe
Helio Castroneves,5,7,Percent,26.0,16.7%,0.0%-100.0%,16.698152542114258,3.0,0.009025033563375473,0.0,0.0,9.894371032714844e-05,0.014876816421747208,Safe
Mel B,5,7,Percent,27.0,17.3%,0.0%-100.0%,22.033164978027344,1.0,0.009025033563375473,0.0,0.0,9.894371032714844e-05,0.014876816421747208,Safe
Marie Osmond,5,7,Percent,26.0,16.7%,0.0%-100.0%,16.698152542114258,3.0,0.009025033563375473,0.0,0.0,9.894371032714844e-05,0.014876816421747208,Safe
Cameron Mathison,5,8,Percent,25.5,19.4%,0.0%-20.6%,15.711347579956055,3.0,0.030924827838316557,7.953769818414003e-05,0.0,0.01035088300704956,0.023684881627559662,Eliminated (Place 5)
Jennie Garth,5,8,Percent,25.0,19.0%,0.4%-99.2%,15.689979553222656,4.0,0.030924827838316557,7.953769818414003e-05,0.0,0.01035088300704956,0.023684881627559662,Safe
Helio Castroneves,5,8,Percent,28.5,21.7%,0.0%-98.9%,27.84479522705078,1.0,0.030924827838316557,7.953769818414003e-05,0.0,0.01035088300704956,0.023684881627559662,Safe
Mel B,5,8,Percent,28.0,21.3%,0.0%-98.9%,26.019960403442383,2.0,0.030924827838316557,7.953769818414003e-05,0.0,0.01035088300704956,0.023684881627559662,Safe
Marie Osmond,5,8,Percent,24.5,18.6%,0.8%-99.6%,14.733922958374023,5.0,0.030924827838316557,7.953769818414003e-05,0.0,0.01035088300704956,0.023684881627559662,Safe
Jennie Garth,5,9,Percent,29.0,24.8%,0.0%-25.2%,13.679168701171875,2.0,0.1341159840580076,0.00015278863429557532,0.0,0.07992243766784668,0.06995075941085815,Eliminated (Place 4)
Helio Castroneves,5,9,Percent,30.0,25.6%,0.0%-99.1%,36.96395492553711,1.0,0.1341159840580076,0.00015278863429557532,0.0,0.07992243766784668,0.06995075941085815,Safe
Mel B,5,9,Percent,30.0,25.6%,0.0%-99.1%,36.96395492553711,1.0,0.1341159840580076,0.00015278863429557532,0.0,0.07992243766784668,0.06995075941085815,Safe
Marie Osmond,5,9,Percent,28.0,23.9%,0.9%-100.0%,12.392921447753906,3.0,0.1341159840580076,0.00015278863429557532,0.0,0.07992243766784668,0.06995075941085815,Safe
Helio Castroneves,5,10,Percent,27.9999,35.3%,31.4%-100.0%,42.59272003173828,1.0,0.03281787782907486,0.0,0.0,0.01126474142074585,0.03592189401388168,Safe
Mel B,5,10,Percent,28.333199999999998,35.7%,0.0%-49.8%,39.982948303222656,2.0,0.03281787782907486,0.0,0.0,0.01126474142074585,0.03592189401388168,Eliminated (Place 2)
Marie Osmond,5,10,Percent,23.0,29.0%,0.0%-53.2%,17.42433738708496,3.0,0.03281787782907486,0.0,0.0,0.01126474142074585,0.03592189401388168,Eliminated (Place 3)
Cristian de la Fuente,6,1,Percent,21.0,8.6%,0.0%-100.0%,8.438607215881348,4.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Steve Guttenberg,6,1,Percent,18.0,7.4%,0.0%-100.0%,8.009137153625488,5.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Priscilla Presley,6,1,Percent,24.0,9.9%,0.0%-100.0%,8.876870155334473,2.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Marlee Matlin,6,1,Percent,22.0,9.1%,0.0%-100.0%,8.588251113891602,3.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Shannon Elizabeth,6,1,Percent,21.0,8.6%,0.0%-100.0%,8.438607215881348,4.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Marissa Jaret Winokur,6,1,Percent,18.0,7.4%,0.0%-100.0%,8.009137153625488,5.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Jason Taylor,6,1,Percent,22.0,9.1%,0.0%-100.0%,8.588251113891602,3.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Kristi Yamaguchi,6,1,Percent,27.0,11.1%,0.0%-100.0%,9.311023712158203,1.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Monica Seles,6,1,Percent,15.0,6.2%,0.0%-100.0%,7.573122501373291,7.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Penn Jillette,6,1,Percent,16.0,6.6%,0.0%-100.0%,7.717000484466553,6.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Adam Carolla,6,1,Percent,15.0,6.2%,0.0%-100.0%,7.573122501373291,7.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Mario,6,1,Percent,24.0,9.9%,0.0%-100.0%,8.876870155334473,2.0,0.0009779630228877066,0.0,0.0,4.827976226806641e-06,0.0016218917444348335,Safe
Cristian de la Fuente,6,2,Percent,20.0,7.8%,0.0%-99.6%,7.937195301055908,5.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Steve Guttenberg,6,2,Percent,16.0,6.2%,0.4%-100.0%,6.960928440093994,8.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Priscilla Presley,6,2,Percent,21.0,8.2%,0.0%-99.6%,8.200536727905273,4.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Marlee Matlin,6,2,Percent,24.0,9.3%,0.0%-99.6%,8.954957962036133,3.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Shannon Elizabeth,6,2,Percent,24.0,9.3%,0.0%-99.6%,8.954957962036133,3.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Marissa Jaret Winokur,6,2,Percent,21.0,8.2%,0.0%-99.6%,8.200536727905273,4.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Jason Taylor,6,2,Percent,27.0,10.5%,0.0%-99.6%,9.730439186096191,1.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Kristi Yamaguchi,6,2,Percent,27.0,10.5%,0.0%-99.6%,9.730439186096191,1.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Monica Seles,6,2,Percent,15.0,5.8%,0.0%-11.7%,6.489084720611572,9.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Eliminated (Place 11)
Penn Jillette,6,2,Percent,17.0,6.6%,0.0%-11.0%,7.647871971130371,7.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Eliminated (Place 12)
Adam Carolla,6,2,Percent,19.0,7.4%,0.0%-99.6%,7.695093154907227,6.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Mario,6,2,Percent,26.0,10.1%,0.0%-99.6%,9.497961044311523,2.0,0.013723357708659022,5.789403076050803e-06,0.0,0.00970834493637085,0.005919767543673515,Safe
Cristian de la Fuente,6,3,Percent,25.0,11.0%,0.0%-99.1%,10.301350593566895,3.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Steve Guttenberg,6,3,Percent,21.0,9.2%,0.0%-10.8%,9.752782821655273,7.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Eliminated (Place 10)
Priscilla Presley,6,3,Percent,26.0,11.4%,0.0%-99.1%,10.436511039733887,2.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Marlee Matlin,6,3,Percent,21.0,9.2%,0.0%-99.1%,9.75464153289795,6.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Shannon Elizabeth,6,3,Percent,24.0,10.5%,0.0%-99.1%,10.164312362670898,4.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Marissa Jaret Winokur,6,3,Percent,19.0,8.3%,0.9%-100.0%,9.48332691192627,8.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Jason Taylor,6,3,Percent,23.0,10.1%,0.0%-99.1%,10.026556015014648,5.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Kristi Yamaguchi,6,3,Percent,27.0,11.8%,0.0%-99.1%,10.571233749389648,1.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Adam Carolla,6,3,Percent,21.0,9.2%,0.0%-99.1%,9.75464153289795,6.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Mario,6,3,Percent,21.0,9.2%,0.0%-99.1%,9.75464153289795,6.0,0.0014307010016636923,1.4608966921514366e-05,0.0,4.470348358154297e-06,0.0004291888326406479,Safe
Cristian de la Fuente,6,4,Percent,26.0,11.6%,0.0%-100.0%,11.860150337219238,3.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Priscilla Presley,6,4,Percent,22.0,9.8%,0.0%-100.0%,9.092755317687988,5.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Marlee Matlin,6,4,Percent,24.0,10.7%,0.0%-100.0%,10.720195770263672,4.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Shannon Elizabeth,6,4,Percent,28.0,12.4%,0.0%-100.0%,12.704978942871094,2.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Marissa Jaret Winokur,6,4,Percent,24.0,10.7%,0.0%-100.0%,10.720195770263672,4.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Jason Taylor,6,4,Percent,29.0,12.9%,0.0%-100.0%,13.38005256652832,1.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Kristi Yamaguchi,6,4,Percent,29.0,12.9%,0.0%-100.0%,13.38005256652832,1.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Adam Carolla,6,4,Percent,19.0,8.4%,0.0%-13.8%,7.421422958374023,6.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Eliminated (Place 9)
Mario,6,4,Percent,24.0,10.7%,0.0%-100.0%,10.720195770263672,4.0,0.010997620970010757,0.0,0.0,0.004382312297821045,0.011025514453649521,Safe
Cristian de la Fuente,6,5,Percent,23.0,11.7%,0.0%-100.0%,10.880768775939941,4.0,0.009870894998311995,0.0,0.0,0.0005041360855102539,0.015611264854669571,Safe
