CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
Sara Evans,3,4,Percent,20.0,10.1%,0.0%-99.0%,6.153741836547852,8.0,0.0919656124582616,8.973897638497874e-05,4.814700787392212e-06,0.005473613739013672,0.03525526076555252,0.2907504737377167,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jerry Springer,3,4,Percent,22.0,11.1%,1.0%-100.0%,9.233641624450684,7.0,0.0919656124582616,8.973897638497874e-05,4.814700787392212e-06,0.005473613739013672,0.03525526076555252,0.2907504737377167,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monique Coleman,3,5,Percent,27.0,14.9%,0.0%-97.2%,15.454757690429688,1.0,0.17230356028303503,0.00047905868268571794,0.0,0.005810201168060303,0.0028406549245119095,0.6323213577270508,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Lawrence,3,5,Percent,25.0,13.8%,1.1%-98.3%,13.53875732421875,3.0,0.17230356028303503,0.00047905868268571794,0.0,0.005810201168060303,0.0028406549245119095,0.6323213577270508,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mario Lopez,3,5,Percent,27.0,14.9%,0.0%-97.2%,15.454757690429688,1.0,0.17230356028303503,0.00047905868268571794,0.0,0.005810201168060303,0.0028406549245119095,0.6323213577270508,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Emmitt Smith,3,5,Percent,27.0,14.9%,0.0%-97.2%,15.454757690429688,1.0,0.17230356028303503,0.00047905868268571794,0.0,0.005810201168060303,0.0028406549245119095,0.6323213577270508,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Willa Ford,3,5,Percent,27.0,14.9%,0.0%-16.2%,15.078093528747559,2.0,0.17230356028303503,0.00047905868268571794,0.0,0.005810201168060303,0.0028406549245119095,0.6323213577270508,Eliminated (Place 7),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sara Evans,3,5,Percent,24.0,13.3%,0.0%-97.2%,12.40164566040039,5.0,0.17230356028303503,0.00047905868268571794,0.0,0.005810201168060303,0.0028406549245119095,0.6323213577270508,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jerry Springer,3,5,Percent,24.0,13.3%,1.7%-98.9%,12.617232322692871,4.0,0.17230356028303503,0.00047905868268571794,0.0,0.005810201168060303,0.0028406549245119095,0.6323213577270508,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monique Coleman,3,6,Percent,23.0,19.5%,0.0%-100.0%,18.17656898498535,4.0,0.05099334754049778,0.0,0.0,0.00240403413772583,0.0307371374219656,0.15073515474796295,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Lawrence,3,6,Percent,24.0,20.3%,0.0%-100.0%,20.590240478515625,3.0,0.05099334754049778,0.0,0.0,0.00240403413772583,0.0307371374219656,0.15073515474796295,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mario Lopez,3,6,Percent,28.0,23.7%,0.0%-100.0%,28.149307250976562,1.0,0.05099334754049778,0.0,0.0,0.00240403413772583,0.0307371374219656,0.15073515474796295,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Emmitt Smith,3,6,Percent,25.0,21.2%,0.0%-100.0%,22.98866844177246,2.0,0.05099334754049778,0.0,0.0,0.00240403413772583,0.0307371374219656,0.15073515474796295,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jerry Springer,3,6,Percent,18.0,15.3%,0.0%-100.0%,10.09521770477295,5.0,0.05099334754049778,0.0,0.0,0.00240403413772583,0.0307371374219656,0.15073515474796295,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monique Coleman,3,7,Percent,27.0,20.0%,0.0%-100.0%,19.226280212402344,4.0,0.07270363718271255,0.0,0.0,0.007275402545928955,0.031348176300525665,0.233096644282341,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Lawrence,3,7,Percent,28.5,21.1%,0.0%-100.0%,24.05745506286621,2.0,0.07270363718271255,0.0,0.0,0.007275402545928955,0.031348176300525665,0.233096644282341,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mario Lopez,3,7,Percent,28.0,20.7%,0.0%-100.0%,22.12481117248535,3.0,0.07270363718271255,0.0,0.0,0.007275402545928955,0.031348176300525665,0.233096644282341,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Emmitt Smith,3,7,Percent,28.5,21.1%,0.0%-100.0%,25.242958068847656,1.0,0.07270363718271255,0.0,0.0,0.007275402545928955,0.031348176300525665,0.233096644282341,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jerry Springer,3,7,Percent,23.0,17.0%,0.0%-23.0%,9.348502159118652,5.0,0.07270363718271255,0.0,0.0,0.007275402545928955,0.031348176300525665,0.233096644282341,Eliminated (Place 5),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Monique Coleman,3,8,Percent,26.5,24.3%,0.0%-25.7%,17.503341674804688,3.0,0.05801777541637421,0.0,0.0,0.00125807523727417,0.019916564226150513,0.22404880821704865,Eliminated (Place 4),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Lawrence,3,8,Percent,27.0,24.8%,0.0%-100.0%,22.998149871826172,2.0,0.05801777541637421,0.0,0.0,0.00125807523727417,0.019916564226150513,0.22404880821704865,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mario Lopez,3,8,Percent,28.5,26.1%,0.0%-100.0%,36.500362396240234,1.0,0.05801777541637421,0.0,0.0,0.00125807523727417,0.019916564226150513,0.22404880821704865,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Emmitt Smith,3,8,Percent,27.0,24.8%,0.0%-100.0%,22.998149871826172,2.0,0.05801777541637421,0.0,0.0,0.00125807523727417,0.019916564226150513,0.22404880821704865,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Lawrence,3,9,Percent,29.5,33.3%,0.0%-33.3%,33.333335876464844,1.0,1.2,0.0,0.0,1.0,0.0,1.0,Eliminated (Place 3),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mario Lopez,3,9,Percent,29.5,33.3%,0.0%-100.0%,33.333335876464844,1.0,1.2,0.0,0.0,1.0,0.0,1.0,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Emmitt Smith,3,9,Percent,29.5,33.3%,0.0%-100.0%,33.333335876464844,1.0,1.2,0.0,0.0,1.0,0.0,1.0,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mario Lopez,3,10,Percent,29.666600000000003,50.0%,0.0%-50.0%,50.0,1.0,1.2,0.0,0.0,1.0,0.0,1.0,Eliminated (Place 2),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Emmitt Smith,3,10,Percent,29.666600000000003,50.0%,50.0%-100.0%,50.0,1.0,1.2,0.0,0.0,1.0,0.0,1.0,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
John Ratzenberger,4,1,Percent,17.0,8.3%,0.0%-100.0%,7.396642208099365,7.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ian Ziering,4,1,Percent,21.0,10.2%,0.0%-100.0%,11.152205467224121,4.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Clyde Drexler,4,1,Percent,16.0,7.8%,0.0%-100.0%,6.463522434234619,8.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laila Ali,4,1,Percent,23.0,11.2%,0.0%-100.0%,13.110687255859375,2.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Apolo Anton Ohno,4,1,Percent,21.0,10.2%,0.0%-100.0%,11.350259780883789,3.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Shandi Finnessey,4,1,Percent,19.0,9.2%,0.0%-100.0%,9.355982780456543,5.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paulina Porizkova,4,1,Percent,19.0,9.2%,0.0%-100.0%,9.355982780456543,5.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Mills,4,1,Percent,18.0,8.7%,0.0%-100.0%,8.328067779541016,6.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Billy Ray Cyrus,4,1,Percent,13.0,6.3%,0.0%-100.0%,3.8375139236450195,10.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Fatone,4,1,Percent,24.0,11.7%,0.0%-100.0%,14.122465133666992,1.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Leeza Gibbons,4,1,Percent,15.0,7.3%,0.0%-100.0%,5.52667236328125,9.0,0.10059032142162323,0.0,0.0,0.00030225515365600586,0.045529767870903015,0.3648510277271271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
John Ratzenberger,4,2,Percent,21.0,8.6%,0.0%-98.4%,7.580589294433594,8.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ian Ziering,4,2,Percent,22.0,9.0%,0.0%-98.4%,8.959630012512207,5.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Clyde Drexler,4,2,Percent,18.0,7.3%,1.2%-99.6%,4.804723262786865,11.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laila Ali,4,2,Percent,27.0,11.0%,0.0%-98.4%,14.33120346069336,1.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Apolo Anton Ohno,4,2,Percent,26.0,10.6%,0.0%-98.4%,13.1791410446167,2.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Shandi Finnessey,4,2,Percent,20.0,8.2%,0.4%-98.8%,6.474590301513672,10.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paulina Porizkova,4,2,Percent,21.0,8.6%,0.0%-9.6%,6.9471635818481445,9.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Eliminated (Place 11),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Mills,4,2,Percent,24.0,9.8%,0.0%-98.4%,10.9439115524292,4.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Billy Ray Cyrus,4,2,Percent,21.0,8.6%,0.0%-98.4%,7.746569633483887,7.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Fatone,4,2,Percent,24.0,9.8%,0.0%-98.4%,11.119688034057617,3.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Leeza Gibbons,4,2,Percent,21.0,8.6%,0.0%-98.4%,7.912791728973389,6.0,0.11807830077596009,0.00012111921387258917,0.0,0.004881441593170166,0.036067306995391846,0.4093346893787384,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
John Ratzenberger,4,3,Percent,20.0,9.2%,0.5%-97.7%,8.361043930053711,8.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ian Ziering,4,3,Percent,24.0,11.0%,0.0%-97.2%,12.001750946044922,2.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Clyde Drexler,4,3,Percent,16.0,7.3%,2.3%-99.5%,5.5391764640808105,9.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laila Ali,4,3,Percent,21.0,9.6%,0.0%-97.2%,9.258098602294922,6.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Apolo Anton Ohno,4,3,Percent,23.0,10.6%,0.0%-97.2%,10.943807601928711,4.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Shandi Finnessey,4,3,Percent,21.0,9.6%,0.0%-10.4%,8.740609169006348,7.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Eliminated (Place 10),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Mills,4,3,Percent,24.0,11.0%,0.0%-97.2%,12.109899520874023,1.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Billy Ray Cyrus,4,3,Percent,21.0,9.6%,0.0%-97.2%,9.365666389465332,5.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Fatone,4,3,Percent,24.0,11.0%,0.0%-97.2%,11.839972496032715,3.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Leeza Gibbons,4,3,Percent,24.0,11.0%,0.0%-97.2%,11.839972496032715,3.0,0.1494165224954486,0.00034330965718254447,0.0,0.007552385330200195,0.017157599329948425,0.5205240249633789,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
John Ratzenberger,4,4,Percent,16.0,8.4%,0.0%-99.5%,7.164010524749756,7.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ian Ziering,4,4,Percent,24.0,12.6%,0.0%-99.5%,13.57099437713623,3.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Clyde Drexler,4,4,Percent,15.0,7.9%,0.5%-100.0%,6.074558734893799,9.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laila Ali,4,4,Percent,21.0,11.1%,0.0%-99.5%,11.015448570251465,5.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Apolo Anton Ohno,4,4,Percent,26.0,13.7%,0.0%-99.5%,15.330487251281738,2.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Mills,4,4,Percent,23.0,12.1%,0.0%-99.5%,12.608800888061523,4.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Billy Ray Cyrus,4,4,Percent,21.0,11.1%,0.0%-99.5%,10.683321952819824,6.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Fatone,4,4,Percent,28.0,14.7%,0.0%-99.5%,16.9151611328125,1.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Leeza Gibbons,4,4,Percent,16.0,8.4%,0.0%-13.8%,6.637219429016113,8.0,0.08955817411479075,1.4823382116446737e-05,0.0,0.0012080073356628418,0.04156260937452316,0.31113365292549133,Eliminated (Place 9),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
John Ratzenberger,4,5,Percent,18.0,10.2%,0.0%-100.0%,9.549278259277344,6.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ian Ziering,4,5,Percent,24.0,13.6%,0.0%-100.0%,13.8246488571167,4.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Clyde Drexler,4,5,Percent,13.0,7.4%,0.0%-17.6%,5.772995948791504,8.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Eliminated (Place 8),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laila Ali,4,5,Percent,28.0,15.9%,0.0%-100.0%,17.048738479614258,2.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Apolo Anton Ohno,4,5,Percent,30.0,17.0%,0.0%-100.0%,18.740446090698242,1.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Mills,4,5,Percent,21.0,11.9%,0.0%-100.0%,11.684062004089355,5.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Billy Ray Cyrus,4,5,Percent,17.0,9.7%,0.0%-100.0%,8.52969741821289,7.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Fatone,4,5,Percent,25.0,14.2%,0.0%-100.0%,14.85013484954834,3.0,0.07630411386489869,0.0,0.0,0.0004386305809020996,0.04165622591972351,0.2543587386608124,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
John Ratzenberger,4,6,Percent,19.0,11.2%,2.4%-98.8%,9.571390151977539,6.0,0.12347401417791844,0.0004026208771392703,0.0,0.013065338134765625,0.018905233591794968,0.334279328584671,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ian Ziering,4,6,Percent,24.0,14.1%,0.0%-96.5%,14.03609848022461,3.0,0.12347401417791844,0.0004026208771392703,0.0,0.013065338134765625,0.018905233591794968,0.334279328584671,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laila Ali,4,6,Percent,28.0,16.5%,0.0%-96.5%,18.290189743041992,1.0,0.12347401417791844,0.0004026208771392703,0.0,0.013065338134765625,0.018905233591794968,0.334279328584671,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Apolo Anton Ohno,4,6,Percent,28.0,16.5%,0.0%-96.5%,18.290189743041992,1.0,0.12347401417791844,0.0004026208771392703,0.0,0.013065338134765625,0.018905233591794968,0.334279328584671,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Mills,4,6,Percent,23.0,13.5%,0.0%-15.0%,11.782951354980469,4.0,0.12347401417791844,0.0004026208771392703,0.0,0.013065338134765625,0.018905233591794968,0.334279328584671,Eliminated (Place 7),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Billy Ray Cyrus,4,6,Percent,21.0,12.4%,1.2%-97.6%,11.136632919311523,5.0,0.12347401417791844,0.0004026208771392703,0.0,0.013065338134765625,0.018905233591794968,0.334279328584671,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Joey Fatone,4,6,Percent,27.0,15.9%,0.0%-96.5%,16.89254379272461,2.0,0.12347401417791844,0.0004026208771392703,0.0,0.013065338134765625,0.018905233591794968,0.334279328584671,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
John Ratzenberger,4,7,Percent,22.5,14.6%,0.0%-18.8%,12.007654190063477,5.0,0.10800098171457648,0.00030466399039141834,0.0,0.014846622943878174,0.02169473096728325,0.27882200479507446,Eliminated (Place 6),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ian Ziering,4,7,Percent,27.0,17.5%,0.0%-97.7%,17.461313247680664,4.0,0.10800098171457648,0.00030466399039141834,0.0,0.014846622943878174,0.02169473096728325,0.27882200479507446,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laila Ali,4,7,Percent,29.5,19.1%,0.0%-97.7%,20.701692581176758,2.0,0.10800098171457648,0.00030466399039141834,0.0,0.014846622943878174,0.02169473096728325,0.27882200479507446,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
