CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Ian Ziering,4,6,Percent,24.0,14.1%,0.0%-96.5%,14.356829643249512,3.0,0.13210654155554946,0.00026796114980243146,4.836218067794107e-05,0.042790114879608154,0.11297135055065155,Safe
Laila Ali,4,6,Percent,28.0,16.5%,0.0%-96.5%,23.379976272583008,1.0,0.13210654155554946,0.00026796114980243146,4.836218067794107e-05,0.042790114879608154,0.11297135055065155,Safe
Apolo Anton Ohno,4,6,Percent,28.0,16.5%,0.0%-96.5%,23.379976272583008,1.0,0.13210654155554946,0.00026796114980243146,4.836218067794107e-05,0.042790114879608154,0.11297135055065155,Safe
Heather Mills,4,6,Percent,23.0,13.5%,0.0%-15.0%,5.994565963745117,5.0,0.13210654155554946,0.00026796114980243146,4.836218067794107e-05,0.042790114879608154,0.11297135055065155,Eliminated (Place 7)
Billy Ray Cyrus,4,6,Percent,21.0,12.4%,1.2%-97.6%,7.617156982421875,4.0,0.13210654155554946,0.00026796114980243146,4.836218067794107e-05,0.042790114879608154,0.11297135055065155,Safe
Joey Fatone,4,6,Percent,27.0,15.9%,0.0%-96.5%,20.933696746826172,2.0,0.13210654155554946,0.00026796114980243146,4.836218067794107e-05,0.042790114879608154,0.11297135055065155,Safe
John Ratzenberger,4,7,Percent,22.5,14.6%,0.0%-18.8%,16.505661010742188,3.0,0.01597284582676366,0.00011548417387530208,0.0,0.006713926792144775,3.364187432453036e-05,Eliminated (Place 6)
Ian Ziering,4,7,Percent,27.0,17.5%,0.0%-97.7%,16.74827003479004,2.0,0.01597284582676366,0.00011548417387530208,0.0,0.006713926792144775,3.364187432453036e-05,Safe
Laila Ali,4,7,Percent,29.5,19.1%,0.0%-97.7%,16.81485939025879,1.0,0.01597284582676366,0.00011548417387530208,0.0,0.006713926792144775,3.364187432453036e-05,Safe
Apolo Anton Ohno,4,7,Percent,27.0,17.5%,0.0%-97.7%,16.74827003479004,2.0,0.01597284582676366,0.00011548417387530208,0.0,0.006713926792144775,3.364187432453036e-05,Safe
Billy Ray Cyrus,4,7,Percent,19.0,12.3%,2.3%-100.0%,16.368074417114258,4.0,0.01597284582676366,0.00011548417387530208,0.0,0.006713926792144775,3.364187432453036e-05,Safe
Joey Fatone,4,7,Percent,29.5,19.1%,0.0%-97.7%,16.81485939025879,1.0,0.01597284582676366,0.00011548417387530208,0.0,0.006713926792144775,3.364187432453036e-05,Safe
Ian Ziering,4,8,Percent,23.5,18.7%,0.0%-100.0%,19.21128273010254,4.0,0.0014430589973926545,0.0,0.0,1.6689300537109375e-06,0.002402316778898239,Safe
Laila Ali,4,8,Percent,26.5,21.1%,0.0%-100.0%,20.683521270751953,3.0,0.0014430589973926545,0.0,0.0,1.6689300537109375e-06,0.002402316778898239,Safe
Apolo Anton Ohno,4,8,Percent,29.0,23.1%,0.0%-100.0%,21.921798706054688,1.0,0.0014430589973926545,0.0,0.0,1.6689300537109375e-06,0.002402316778898239,Safe
Billy Ray Cyrus,4,8,Percent,19.0,15.1%,0.0%-24.9%,17.003253936767578,5.0,0.0014430589973926545,0.0,0.0,1.6689300537109375e-06,0.002402316778898239,Eliminated (Place 5)
Joey Fatone,4,8,Percent,27.5,21.9%,0.0%-100.0%,21.180137634277344,2.0,0.0014430589973926545,0.0,0.0,1.6689300537109375e-06,0.002402316778898239,Safe
Ian Ziering,4,9,Percent,29.0,24.5%,0.0%-25.5%,23.678020477294922,3.0,0.00020854705944657324,0.0,0.0,0.0,0.00034757843241095543,Eliminated (Place 4)
Laila Ali,4,9,Percent,30.0,25.3%,0.0%-100.0%,25.793058395385742,1.0,0.00020854705944657324,0.0,0.0,0.0,0.00034757843241095543,Safe
Apolo Anton Ohno,4,9,Percent,29.5,24.9%,0.0%-100.0%,24.735858917236328,2.0,0.00020854705944657324,0.0,0.0,0.0,0.00034757843241095543,Safe
Joey Fatone,4,9,Percent,30.0,25.3%,0.0%-100.0%,25.793058395385742,1.0,0.00020854705944657324,0.0,0.0,0.0,0.00034757843241095543,Safe
Laila Ali,4,10,Percent,28.3332,32.8%,0.0%-50.6%,32.15716552734375,3.0,0.0001773518044501543,0.0,0.0,1.919269561767578e-05,0.00026359851472079754,Eliminated (Place 3)
Apolo Anton Ohno,4,10,Percent,29.3332,34.0%,32.7%-100.0%,34.79263687133789,1.0,0.0001773518044501543,0.0,0.0,1.919269561767578e-05,0.00026359851472079754,Safe
Joey Fatone,4,10,Percent,28.6665,33.2%,0.0%-50.4%,33.05019760131836,2.0,0.0001773518044501543,0.0,0.0,1.919269561767578e-05,0.00026359851472079754,Eliminated (Place 2)
Cameron Mathison,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.205122947692871,4.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Jane Seymour,5,1,Percent,24.0,9.3%,0.0%-100.0%,9.157957077026367,3.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Sabrina Bryan,5,1,Percent,26.0,10.1%,0.0%-100.0%,9.797416687011719,1.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Jennie Garth,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.205122947692871,4.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Floyd Mayweather Jr. ,5,1,Percent,18.0,7.0%,0.0%-100.0%,7.236028671264648,6.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Josie Maran,5,1,Percent,16.0,6.2%,0.0%-10.4%,6.588481903076172,7.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Eliminated (Place 12)
Albert Reed,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.205122947692871,4.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Helio Castroneves,5,1,Percent,25.0,9.7%,0.0%-100.0%,9.481168746948242,2.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Mel B,5,1,Percent,24.0,9.3%,0.0%-100.0%,9.157957077026367,3.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Wayne Newton,5,1,Percent,19.0,7.4%,0.0%-100.0%,7.555365562438965,5.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Marie Osmond,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.205122947692871,4.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Mark Cuban,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.205122947692871,4.0,0.0028071889653801915,0.0,0.0,1.4424324035644531e-05,0.0046546077355742455,Safe
Cameron Mathison,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.66252613067627,6.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Jane Seymour,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.66252613067627,6.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Sabrina Bryan,5,2,Percent,26.0,10.9%,0.0%-96.2%,9.792303085327148,3.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Jennie Garth,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.66252613067627,6.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Floyd Mayweather Jr. ,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.66252613067627,6.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Albert Reed,5,2,Percent,21.0,8.8%,0.0%-9.4%,8.88143253326416,5.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Eliminated (Place 11)
Helio Castroneves,5,2,Percent,27.0,11.3%,0.0%-96.2%,10.019027709960938,2.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Mel B,5,2,Percent,23.0,9.7%,0.0%-96.2%,9.3187837600708,4.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Wayne Newton,5,2,Percent,15.0,6.3%,2.5%-98.7%,8.210323333740234,8.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Marie Osmond,5,2,Percent,24.0,10.1%,0.0%-96.2%,10.545245170593262,1.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Mark Cuban,5,2,Percent,18.0,7.6%,1.3%-97.5%,8.582780838012695,7.0,0.17387061822228134,0.00012812264321837574,0.0,0.16230052709579468,0.002200466115027666,Safe
Cameron Mathison,5,3,Percent,23.0,9.6%,0.0%-100.0%,10.186943054199219,3.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Jane Seymour,5,3,Percent,27.0,11.3%,0.0%-100.0%,10.977683067321777,1.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Sabrina Bryan,5,3,Percent,27.0,11.3%,0.0%-100.0%,10.977683067321777,1.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Jennie Garth,5,3,Percent,26.0,10.9%,0.0%-100.0%,10.666597366333008,2.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Floyd Mayweather Jr. ,5,3,Percent,21.0,8.8%,0.0%-100.0%,8.886632919311523,5.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Helio Castroneves,5,3,Percent,24.0,10.0%,0.0%-100.0%,10.015520095825195,4.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Mel B,5,3,Percent,27.0,11.3%,0.0%-100.0%,10.977683067321777,1.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Wayne Newton,5,3,Percent,18.0,7.5%,0.0%-12.5%,7.986558437347412,7.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Eliminated (Place 10)
Marie Osmond,5,3,Percent,26.0,10.9%,0.0%-100.0%,10.666597366333008,2.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Mark Cuban,5,3,Percent,20.0,8.4%,0.0%-100.0%,8.658101081848145,6.0,0.015219323709607125,0.0,0.0,0.012658834457397461,0.004267482087016106,Safe
Cameron Mathison,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.75194263458252,2.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Jane Seymour,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.12162971496582,3.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Sabrina Bryan,5,4,Percent,30.0,12.8%,0.0%-99.6%,13.678224563598633,1.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Jennie Garth,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.75194263458252,2.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Floyd Mayweather Jr. ,5,4,Percent,23.0,9.8%,0.0%-12.4%,9.13853645324707,4.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Eliminated (Place 9)
Helio Castroneves,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.75194263458252,2.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Mel B,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.12162971496582,3.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Marie Osmond,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.12162971496582,3.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Mark Cuban,5,4,Percent,22.0,9.4%,0.4%-100.0%,8.562517166137695,5.0,0.004782170793623664,1.2584384421643335e-05,0.0,7.718801498413086e-05,0.006163720041513443,Safe
Cameron Mathison,5,5,Percent,26.0,13.1%,0.0%-100.0%,13.689477920532227,3.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Safe
Jane Seymour,5,5,Percent,26.0,13.1%,0.0%-100.0%,13.689477920532227,3.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Safe
Sabrina Bryan,5,5,Percent,28.0,14.1%,0.0%-100.0%,16.22541618347168,2.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Safe
Jennie Garth,5,5,Percent,25.0,12.6%,0.0%-100.0%,12.631547927856445,4.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Safe
Helio Castroneves,5,5,Percent,23.0,11.6%,0.0%-100.0%,10.325629234313965,5.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Safe
Mel B,5,5,Percent,29.0,14.6%,0.0%-100.0%,17.767019271850586,1.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Safe
Marie Osmond,5,5,Percent,21.0,10.6%,0.0%-100.0%,7.835716247558594,6.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Safe
Mark Cuban,5,5,Percent,21.0,10.6%,0.0%-14.4%,7.835716247558594,6.0,0.017214561998844146,0.0,0.0,0.0007984638214111328,0.027360163629055023,Eliminated (Place 8)
Cameron Mathison,5,6,Percent,25.0,13.9%,0.0%-97.2%,13.021034240722656,4.0,0.07101517776027322,0.00026828821864910424,0.0,0.025148332118988037,0.04067298024892807,Safe
Jane Seymour,5,6,Percent,22.0,12.2%,1.7%-98.9%,8.381338119506836,7.0,0.07101517776027322,0.00026828821864910424,0.0,0.025148332118988037,0.04067298024892807,Safe
Sabrina Bryan,5,6,Percent,25.0,13.9%,0.0%-14.7%,10.310047149658203,5.0,0.07101517776027322,0.00026828821864910424,0.0,0.025148332118988037,0.04067298024892807,Eliminated (Place 7)
Jennie Garth,5,6,Percent,27.0,15.0%,0.0%-97.2%,16.956745147705078,3.0,0.07101517776027322,0.00026828821864910424,0.0,0.025148332118988037,0.04067298024892807,Safe
Helio Castroneves,5,6,Percent,28.0,15.6%,0.0%-97.2%,18.900314331054688,2.0,0.07101517776027322,0.00026828821864910424,0.0,0.025148332118988037,0.04067298024892807,Safe
Mel B,5,6,Percent,30.0,16.7%,0.0%-97.2%,22.789968490600586,1.0,0.07101517776027322,0.00026828821864910424,0.0,0.025148332118988037,0.04067298024892807,Safe
Marie Osmond,5,6,Percent,23.0,12.8%,1.1%-98.3%,9.640551567077637,6.0,0.07101517776027322,0.00026828821864910424,0.0,0.025148332118988037,0.04067298024892807,Safe
Cameron Mathison,5,7,Percent,25.5,16.3%,0.0%-100.0%,15.814635276794434,5.0,0.000859171780757606,0.0,0.0,1.4901161193847656e-06,0.001429469441063702,Safe
Jane Seymour,5,7,Percent,25.0,16.0%,0.0%-17.3%,14.955994606018066,6.0,0.000859171780757606,0.0,0.0,1.4901161193847656e-06,0.001429469441063702,Eliminated (Place 6)
Jennie Garth,5,7,Percent,26.5,17.0%,0.0%-100.0%,17.5206298828125,2.0,0.000859171780757606,0.0,0.0,1.4901161193847656e-06,0.001429469441063702,Safe
Helio Castroneves,5,7,Percent,26.0,16.7%,0.0%-100.0%,16.665002822875977,3.0,0.000859171780757606,0.0,0.0,1.4901161193847656e-06,0.001429469441063702,Safe
Mel B,5,7,Percent,27.0,17.3%,0.0%-100.0%,18.379032135009766,1.0,0.000859171780757606,0.0,0.0,1.4901161193847656e-06,0.001429469441063702,Safe
Marie Osmond,5,7,Percent,26.0,16.7%,0.0%-100.0%,16.66470718383789,4.0,0.000859171780757606,0.0,0.0,1.4901161193847656e-06,0.001429469441063702,Safe
Cameron Mathison,5,8,Percent,25.5,19.4%,0.0%-20.6%,16.085533142089844,3.0,0.028317208378575744,8.230364619521424e-05,0.0,0.009565770626068115,0.020278576761484146,Eliminated (Place 5)
Jennie Garth,5,8,Percent,25.0,19.0%,0.4%-99.2%,16.010791778564453,4.0,0.028317208378575744,8.230364619521424e-05,0.0,0.009565770626068115,0.020278576761484146,Safe
Helio Castroneves,5,8,Percent,28.5,21.7%,0.0%-98.9%,27.240737915039062,1.0,0.028317208378575744,8.230364619521424e-05,0.0,0.009565770626068115,0.020278576761484146,Safe
Mel B,5,8,Percent,28.0,21.3%,0.0%-98.9%,25.573408126831055,2.0,0.028317208378575744,8.230364619521424e-05,0.0,0.009565770626068115,0.020278576761484146,Safe
Marie Osmond,5,8,Percent,24.5,18.6%,0.8%-99.6%,15.089529991149902,5.0,0.028317208378575744,8.230364619521424e-05,0.0,0.009565770626068115,0.020278576761484146,Safe
Jennie Garth,5,9,Percent,29.0,24.8%,0.0%-25.2%,23.652877807617188,2.0,0.038252914976328614,0.00037227218854241073,0.0,0.00641024112701416,0.003434831276535988,Eliminated (Place 4)
Helio Castroneves,5,9,Percent,30.0,25.6%,0.0%-99.1%,27.590715408325195,1.0,0.038252914976328614,0.00037227218854241073,0.0,0.00641024112701416,0.003434831276535988,Safe
Mel B,5,9,Percent,30.0,25.6%,0.0%-99.1%,27.590715408325195,1.0,0.038252914976328614,0.00037227218854241073,0.0,0.00641024112701416,0.003434831276535988,Safe
Marie Osmond,5,9,Percent,28.0,23.9%,0.9%-100.0%,21.165695190429688,3.0,0.038252914976328614,0.00037227218854241073,0.0,0.00641024112701416,0.003434831276535988,Safe
Helio Castroneves,5,10,Percent,27.9999,35.3%,31.4%-100.0%,34.69232177734375,2.0,0.002199936198303476,1.6923922885325737e-05,0.0,0.0002741217613220215,0.0009531676769256592,Safe
Mel B,5,10,Percent,28.333199999999998,35.7%,0.0%-49.8%,34.85397720336914,1.0,0.002199936198303476,1.6923922885325737e-05,0.0,0.0002741217613220215,0.0009531676769256592,Eliminated (Place 2)
Marie Osmond,5,10,Percent,23.0,29.0%,0.0%-53.2%,30.453693389892578,3.0,0.002199936198303476,1.6923922885325737e-05,0.0,0.0002741217613220215,0.0009531676769256592,Eliminated (Place 3)
Cristian de la Fuente,6,1,Percent,21.0,8.6%,0.0%-100.0%,8.43974781036377,5.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Steve Guttenberg,6,1,Percent,18.0,7.4%,0.0%-100.0%,8.012582778930664,6.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Priscilla Presley,6,1,Percent,24.0,9.9%,0.0%-100.0%,8.867485046386719,3.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Marlee Matlin,6,1,Percent,22.0,9.1%,0.0%-100.0%,8.584122657775879,4.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Shannon Elizabeth,6,1,Percent,21.0,8.6%,0.0%-100.0%,8.43974781036377,5.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Marissa Jaret Winokur,6,1,Percent,18.0,7.4%,0.0%-100.0%,8.012582778930664,6.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Jason Taylor,6,1,Percent,22.0,9.1%,0.0%-100.0%,8.584122657775879,4.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Kristi Yamaguchi,6,1,Percent,27.0,11.1%,0.0%-100.0%,9.298864364624023,1.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Monica Seles,6,1,Percent,15.0,6.2%,0.0%-100.0%,7.584142684936523,8.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Penn Jillette,6,1,Percent,16.0,6.6%,0.0%-100.0%,7.724823951721191,7.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Adam Carolla,6,1,Percent,15.0,6.2%,0.0%-100.0%,7.584142684936523,8.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Mario,6,1,Percent,24.0,9.9%,0.0%-100.0%,8.867623329162598,2.0,0.0009481016546487807,0.0,0.0,1.7881393432617188e-06,0.0015771891921758652,Safe
Cristian de la Fuente,6,2,Percent,20.0,7.8%,0.0%-99.6%,7.336039066314697,5.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Steve Guttenberg,6,2,Percent,16.0,6.2%,0.4%-100.0%,5.7217488288879395,8.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Priscilla Presley,6,2,Percent,21.0,8.2%,0.0%-99.6%,8.027640342712402,4.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Marlee Matlin,6,2,Percent,24.0,9.3%,0.0%-99.6%,9.638416290283203,3.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Shannon Elizabeth,6,2,Percent,24.0,9.3%,0.0%-99.6%,9.638416290283203,3.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Marissa Jaret Winokur,6,2,Percent,21.0,8.2%,0.0%-99.6%,8.027640342712402,4.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Jason Taylor,6,2,Percent,27.0,10.5%,0.0%-99.6%,11.270538330078125,1.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Kristi Yamaguchi,6,2,Percent,27.0,10.5%,0.0%-99.6%,11.270538330078125,1.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Monica Seles,6,2,Percent,15.0,5.8%,0.0%-11.7%,5.096682548522949,9.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Eliminated (Place 11)
Penn Jillette,6,2,Percent,17.0,6.6%,0.0%-11.0%,6.06950044631958,7.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Eliminated (Place 12)
Adam Carolla,6,2,Percent,19.0,7.4%,0.0%-99.6%,7.147210121154785,6.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Mario,6,2,Percent,26.0,10.1%,0.0%-99.6%,10.755633354187012,2.0,0.016434985452360704,2.71478734248376e-06,0.0,0.0013632774353027344,0.024757541716098785,Safe
Cristian de la Fuente,6,3,Percent,25.0,11.0%,0.0%-99.1%,12.267724990844727,3.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Steve Guttenberg,6,3,Percent,21.0,9.2%,0.0%-10.8%,7.871230125427246,7.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Eliminated (Place 10)
Priscilla Presley,6,3,Percent,26.0,11.4%,0.0%-99.1%,13.293216705322266,2.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Marlee Matlin,6,3,Percent,21.0,9.2%,0.0%-99.1%,8.185712814331055,6.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Shannon Elizabeth,6,3,Percent,24.0,10.5%,0.0%-99.1%,11.25975513458252,4.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Marissa Jaret Winokur,6,3,Percent,19.0,8.3%,0.9%-100.0%,6.285046100616455,8.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Jason Taylor,6,3,Percent,23.0,10.1%,0.0%-99.1%,10.17974853515625,5.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Kristi Yamaguchi,6,3,Percent,27.0,11.8%,0.0%-99.1%,14.286144256591797,1.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Adam Carolla,6,3,Percent,21.0,9.2%,0.0%-99.1%,8.185712814331055,6.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Mario,6,3,Percent,21.0,9.2%,0.0%-99.1%,8.185712814331055,6.0,0.02064766709227115,6.74247057759203e-05,0.0,0.000906825065612793,0.02391144260764122,Safe
Cristian de la Fuente,6,4,Percent,26.0,11.6%,0.0%-100.0%,11.86342716217041,3.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Priscilla Presley,6,4,Percent,22.0,9.8%,0.0%-100.0%,8.793898582458496,6.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Marlee Matlin,6,4,Percent,24.0,10.7%,0.0%-100.0%,10.370582580566406,5.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Shannon Elizabeth,6,4,Percent,28.0,12.4%,0.0%-100.0%,13.51026725769043,2.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Marissa Jaret Winokur,6,4,Percent,24.0,10.7%,0.0%-100.0%,10.370582580566406,5.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Jason Taylor,6,4,Percent,29.0,12.9%,0.0%-100.0%,14.135172843933105,1.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Kristi Yamaguchi,6,4,Percent,29.0,12.9%,0.0%-100.0%,14.135172843933105,1.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Adam Carolla,6,4,Percent,19.0,8.4%,0.0%-13.8%,6.448584079742432,7.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Eliminated (Place 9)
Mario,6,4,Percent,24.0,10.7%,0.0%-100.0%,10.372316360473633,4.0,0.011436611786484719,0.0,0.0,0.00017881393432617188,0.018762996420264244,Safe
Cristian de la Fuente,6,5,Percent,23.0,11.7%,0.0%-100.0%,10.518518447875977,4.0,0.013991864770650864,0.0,0.0,0.0021795034408569336,0.019687268882989883,Safe
