CelebrityName,Season,Week,RuleType,Possible_Audience_Vote_Range,Uncertainty_Range_Min,Uncertainty_Range_Max,Uncertainty_Range_Width,Uncertainty_Index
Jesse Metcalfe,29,1,Rank,4-12,4,12,8,0.571429
Chrishell Stause,29,1,Rank,4-12,4,12,8,0.571429
Skai Jackson,29,1,Rank,4-12,4,12,8,0.571429
Justina Machado,29,1,Rank,4-12,4,12,8,0.571429
Charles Oakley,29,1,Rank,4-12,4,12,8,0.571429
Veron Davis,29,1,Rank,4-12,4,12,8,0.571429
Johnny Weir,29,1,Rank,4-12,4,12,8,0.571429
Nev Schulman,29,1,Rank,4-12,4,12,8,0.571429
AJ McLean,29,1,Rank,4-12,4,12,8,0.571429
Nelly,29,1,Rank,4-12,4,12,8,0.571429
Kaitlyn Bristowe,29,1,Rank,4-12,4,12,8,0.571429
Carole Baskin,29,1,Rank,4-12,4,12,8,0.571429
Monica Aldama,29,1,Rank,4-12,4,12,8,0.571429
Jeannie Mai,29,1,Rank,4-12,4,12,8,0.571429
Anne Heche,29,2,Rank,4-12,4,12,8,0.571429
Jesse Metcalfe,29,2,Rank,4-12,4,12,8,0.571429
Chrishell Stause,29,2,Rank,4-12,4,12,8,0.571429
Skai Jackson,29,2,Rank,3-9,3,9,6,0.428571
Justina Machado,29,2,Rank,4-12,4,12,8,0.571429
Charles Oakley,29,2,Rank,11-14,11,14,3,0.214286
Veron Davis,29,2,Rank,4-12,4,12,8,0.571429
Johnny Weir,29,2,Rank,4-12,4,12,8,0.571429
Nev Schulman,29,2,Rank,4-12,4,12,8,0.571429
AJ McLean,29,2,Rank,4-12,4,12,8,0.571429
Nelly,29,2,Rank,4-12,4,12,8,0.571429
Kaitlyn Bristowe,29,2,Rank,4-12,4,12,8,0.571429
Carole Baskin,29,2,Rank,4-10,4,10,6,0.428571
Monica Aldama,29,2,Rank,4-10,4,10,6,0.428571
Jeannie Mai,29,2,Rank,4-12,4,12,8,0.571429
Anne Heche,29,3,Rank,3-9,3,9,6,0.461538
Jesse Metcalfe,29,3,Rank,4-11,4,11,7,0.538462
Chrishell Stause,29,3,Rank,4-11,4,11,7,0.538462
Skai Jackson,29,3,Rank,3-10,3,10,7,0.538462
Justina Machado,29,3,Rank,4-10,4,10,6,0.461538
Veron Davis,29,3,Rank,4-11,4,11,7,0.538462
Johnny Weir,29,3,Rank,4-11,4,11,7,0.538462
Nev Schulman,29,3,Rank,4-11,4,11,7,0.538462
AJ McLean,29,3,Rank,4-11,4,11,7,0.538462
Nelly,29,3,Rank,4-10,4,10,6,0.461538
Kaitlyn Bristowe,29,3,Rank,4-11,4,11,7,0.538462
Carole Baskin,29,3,Rank,10-13,10,13,3,0.230769
Monica Aldama,29,3,Rank,4-11,4,11,7,0.538462
Jeannie Mai,29,3,Rank,4-11,4,11,7,0.538462
Anne Heche,29,4,Rank,11-13,11,13,2,0.166667
Jesse Metcalfe,29,4,Rank,3-8,3,8,5,0.416667
Chrishell Stause,29,4,Rank,4-10,4,10,6,0.5
Skai Jackson,29,4,Rank,4-10,4,10,6,0.5
Justina Machado,29,4,Rank,4-10,4,10,6,0.5
Veron Davis,29,4,Rank,4-10,4,10,6,0.5
Johnny Weir,29,4,Rank,4-10,4,10,6,0.5
Nev Schulman,29,4,Rank,4-10,4,10,6,0.5
AJ McLean,29,4,Rank,4-10,4,10,6,0.5
Nelly,29,4,Rank,3-8,3,8,5,0.416667
Kaitlyn Bristowe,29,4,Rank,4-10,4,10,6,0.5
Monica Aldama,29,4,Rank,4-10,4,10,6,0.5
Jeannie Mai,29,4,Rank,3-8,3,8,5,0.416667
Jesse Metcalfe,29,5,Rank,8-11,8,11,3,0.272727
Chrishell Stause,29,5,Rank,3-7,3,7,4,0.363636
Skai Jackson,29,5,Rank,3-9,3,9,6,0.545455
Justina Machado,29,5,Rank,3-10,3,10,7,0.636364
Veron Davis,29,5,Rank,3-8,3,8,5,0.454545
Johnny Weir,29,5,Rank,3-10,3,10,7,0.636364
Nev Schulman,29,5,Rank,3-10,3,10,7,0.636364
AJ McLean,29,5,Rank,3-10,3,10,7,0.636364
Nelly,29,5,Rank,3-9,3,9,6,0.545455
Kaitlyn Bristowe,29,5,Rank,3-10,3,10,7,0.636364
Monica Aldama,29,5,Rank,3-10,3,10,7,0.636364
Jeannie Mai,29,5,Rank,3-9,3,9,6,0.545455
Chrishell Stause,29,6,Rank,3-8,3,8,5,0.5
Skai Jackson,29,6,Rank,2-6,2,6,4,0.4
Justina Machado,29,6,Rank,3-9,3,9,6,0.6
Veron Davis,29,6,Rank,8-11,8,11,3,0.3
Johnny Weir,29,6,Rank,3-7,3,7,4,0.4
Nev Schulman,29,6,Rank,3-9,3,9,6,0.6
AJ McLean,29,6,Rank,3-9,3,9,6,0.6
Nelly,29,6,Rank,3-8,3,8,5,0.5
Kaitlyn Bristowe,29,6,Rank,3-9,3,9,6,0.6
Monica Aldama,29,6,Rank,3-9,3,9,6,0.6
Jeannie Mai,29,6,Rank,3-9,3,9,6,0.6
Chrishell Stause,29,7,Rank,3-8,3,8,5,0.555556
Skai Jackson,29,7,Rank,3-7,3,7,4,0.444444
Justina Machado,29,7,Rank,3-8,3,8,5,0.555556
Johnny Weir,29,7,Rank,3-8,3,8,5,0.555556
Nev Schulman,29,7,Rank,3-8,3,8,5,0.555556
AJ McLean,29,7,Rank,3-8,3,8,5,0.555556
Nelly,29,7,Rank,3-8,3,8,5,0.555556
Kaitlyn Bristowe,29,7,Rank,2-6,2,6,4,0.444444
Monica Aldama,29,7,Rank,7-9,7,9,2,0.222222
Jeannie Mai,29,7,Rank,3-7,3,7,4,0.444444
Chrishell Stause,29,8,Rank,7-8,7,8,1,0.142857
Skai Jackson,29,8,Rank,2-4,2,4,2,0.285714
Justina Machado,29,8,Rank,3-6,3,6,3,0.428571
Johnny Weir,29,8,Rank,3-6,3,6,3,0.428571
Nev Schulman,29,8,Rank,3-6,3,6,3,0.428571
AJ McLean,29,8,Rank,3-6,3,6,3,0.428571
Nelly,29,8,Rank,1-3,1,3,2,0.285714
Kaitlyn Bristowe,29,8,Rank,3-6,3,6,3,0.428571
Skai Jackson,29,9,Rank,2-5,2,5,3,0.5
Justina Machado,29,9,Rank,2-5,2,5,3,0.5
Johnny Weir,29,9,Rank,2-6,2,6,4,0.666667
Nev Schulman,29,9,Rank,2-6,2,6,4,0.666667
AJ McLean,29,9,Rank,5-7,5,7,2,0.333333
Nelly,29,9,Rank,1-3,1,3,2,0.333333
Kaitlyn Bristowe,29,9,Rank,2-6,2,6,4,0.666667
Skai Jackson,29,10,Rank,5-6,5,6,1,0.2
Justina Machado,29,10,Rank,2-4,2,4,2,0.4
Johnny Weir,29,10,Rank,5-6,5,6,1,0.2
Nev Schulman,29,10,Rank,2-4,2,4,2,0.4
Nelly,29,10,Rank,1-2,1,2,1,0.2
Kaitlyn Bristowe,29,10,Rank,2-4,2,4,2,0.4
Justina Machado,29,11,Rank,2-4,2,4,2,0.666667
Nev Schulman,29,11,Rank,2-4,2,4,2,0.666667
Nelly,29,11,Rank,1-3,1,3,2,0.666667
Kaitlyn Bristowe,29,11,Rank,2-4,2,4,2,0.666667
Martin Kove,30,1,Rank,4-12,4,12,8,0.571429
Brian Austin Green,30,1,Rank,4-12,4,12,8,0.571429
Melora Hardin,30,1,Rank,4-12,4,12,8,0.571429
Matt James,30,1,Rank,4-12,4,12,8,0.571429
"Mike ""The Miz"" Mizanin",30,1,Rank,4-12,4,12,8,0.571429
Suni Lee,30,1,Rank,4-12,4,12,8,0.571429
Iman Shumpert,30,1,Rank,4-12,4,12,8,0.571429
Cody Rigsby,30,1,Rank,4-12,4,12,8,0.571429
Melanie C,30,1,Rank,4-12,4,12,8,0.571429
Jimmie Allen,30,1,Rank,4-12,4,12,8,0.571429
Olivia Jade,30,1,Rank,4-12,4,12,8,0.571429
JoJo Siwa,30,1,Rank,4-12,4,12,8,0.571429
Christine Chiu,30,1,Rank,4-12,4,12,8,0.571429
Kenya Moore,30,1,Rank,4-12,4,12,8,0.571429
Amanda Kloots,30,1,Rank,4-12,4,12,8,0.571429
Martin Kove,30,2,Rank,11-14,11,14,3,0.214286
Brian Austin Green,30,2,Rank,4-10,4,10,6,0.428571
Melora Hardin,30,2,Rank,4-12,4,12,8,0.571429
Matt James,30,2,Rank,3-10,3,10,7,0.5
"Mike ""The Miz"" Mizanin",30,2,Rank,4-12,4,12,8,0.571429
Suni Lee,30,2,Rank,4-12,4,12,8,0.571429
Iman Shumpert,30,2,Rank,4-11,4,11,7,0.5
Cody Rigsby,30,2,Rank,4-11,4,11,7,0.5
Melanie C,30,2,Rank,4-12,4,12,8,0.571429
Jimmie Allen,30,2,Rank,4-12,4,12,8,0.571429
Olivia Jade,30,2,Rank,4-12,4,12,8,0.571429
JoJo Siwa,30,2,Rank,4-12,4,12,8,0.571429
Christine Chiu,30,2,Rank,4-11,4,11,7,0.5
Kenya Moore,30,2,Rank,4-11,4,11,7,0.5
Amanda Kloots,30,2,Rank,4-12,4,12,8,0.571429
Brian Austin Green,30,3,Rank,3-6,3,6,3,0.230769
Melora Hardin,30,3,Rank,6-12,6,12,6,0.461538
Matt James,30,3,Rank,3-8,3,8,5,0.384615
"Mike ""The Miz"" Mizanin",30,3,Rank,6-12,6,12,6,0.461538
Suni Lee,30,3,Rank,5-11,5,11,6,0.461538
Iman Shumpert,30,3,Rank,3-6,3,6,3,0.230769
Cody Rigsby,30,3,Rank,2-5,2,5,3,0.230769
Melanie C,30,3,Rank,6-12,6,12,6,0.461538
Jimmie Allen,30,3,Rank,3-8,3,8,5,0.384615
Olivia Jade,30,3,Rank,5-12,5,12,7,0.538462
JoJo Siwa,30,3,Rank,5-12,5,12,7,0.538462
Christine Chiu,30,3,Rank,13-14,13,14,1,0.076923
Kenya Moore,30,3,Rank,5-11,5,11,6,0.461538
Amanda Kloots,30,3,Rank,6-12,6,12,6,0.461538
Brian Austin Green,30,4,Rank,7-11,7,11,4,0.333333
Melora Hardin,30,4,Rank,4-11,4,11,7,0.583333
Matt James,30,4,Rank,9-12,9,12,3,0.25
"Mike ""The Miz"" Mizanin",30,4,Rank,4-10,4,10,6,0.5
Suni Lee,30,4,Rank,4-11,4,11,7,0.583333
Iman Shumpert,30,4,Rank,3-8,3,8,5,0.416667
Cody Rigsby,30,4,Rank,2-6,2,6,4,0.333333
Melanie C,30,4,Rank,4-11,4,11,7,0.583333
Jimmie Allen,30,4,Rank,3-9,3,9,6,0.5
Olivia Jade,30,4,Rank,4-11,4,11,7,0.583333
JoJo Siwa,30,4,Rank,4-11,4,11,7,0.583333
Kenya Moore,30,4,Rank,3-8,3,8,5,0.416667
Amanda Kloots,30,4,Rank,4-11,4,11,7,0.583333
Melora Hardin,30,5,Rank,6-9,6,9,3,0.3
"Mike ""The Miz"" Mizanin",30,5,Rank,2-4,2,4,2,0.2
Suni Lee,30,5,Rank,6-9,6,9,3,0.3
Iman Shumpert,30,5,Rank,1-2,1,2,1,0.1
Cody Rigsby,30,5,Rank,2-4,2,4,2,0.2
Melanie C,30,5,Rank,11-11,11,11,0,0
Jimmie Allen,30,5,Rank,3-5,3,5,2,0.2
Olivia Jade,30,5,Rank,6-9,6,9,3,0.3
JoJo Siwa,30,5,Rank,6-9,6,9,3,0.3
Kenya Moore,30,5,Rank,6-9,6,9,3,0.3
Amanda Kloots,30,5,Rank,6-9,6,9,3,0.3
Melora Hardin,30,6,Rank,3-8,3,8,5,0.555556
"Mike ""The Miz"" Mizanin",30,6,Rank,2-6,2,6,4,0.444444
Suni Lee,30,6,Rank,3-9,3,9,6,0.666667
Iman Shumpert,30,6,Rank,2-5,2,5,3,0.333333
Cody Rigsby,30,6,Rank,2-7,2,7,5,0.555556
Jimmie Allen,30,6,Rank,3-8,3,8,5,0.555556
Olivia Jade,30,6,Rank,3-9,3,9,6,0.666667
JoJo Siwa,30,6,Rank,3-9,3,9,6,0.666667
Kenya Moore,30,6,Rank,7-10,7,10,3,0.333333
Amanda Kloots,30,6,Rank,3-9,3,9,6,0.666667
Melora Hardin,30,7,Rank,3-7,3,7,4,0.5
"Mike ""The Miz"" Mizanin",30,7,Rank,6-8,6,8,2,0.25
Suni Lee,30,7,Rank,2-7,2,7,5,0.625
Iman Shumpert,30,7,Rank,2-6,2,6,4,0.5
Cody Rigsby,30,7,Rank,2-7,2,7,5,0.625
Jimmie Allen,30,7,Rank,3-7,3,7,4,0.5
Olivia Jade,30,7,Rank,3-8,3,8,5,0.625
JoJo Siwa,30,7,Rank,3-8,3,8,5,0.625
Amanda Kloots,30,7,Rank,2-7,2,7,5,0.625
Melora Hardin,30,8,Rank,2-7,2,7,5,0.714286
Suni Lee,30,8,Rank,2-7,2,7,5,0.714286
Iman Shumpert,30,8,Rank,1-4,1,4,3,0.428571
Cody Rigsby,30,8,Rank,2-5,2,5,3,0.428571
Jimmie Allen,30,8,Rank,4-7,4,7,3,0.428571
Olivia Jade,30,8,Rank,6-8,6,8,2,0.285714
JoJo Siwa,30,8,Rank,2-6,2,6,4,0.571429
Amanda Kloots,30,8,Rank,2-7,2,7,5,0.714286
Melora Hardin,30,9,Rank,4-5,4,5,1,0.2
Suni Lee,30,9,Rank,5-6,5,6,1,0.2
Iman Shumpert,30,9,Rank,2-4,2,4,2,0.4
Cody Rigsby,30,9,Rank,1-2,1,2,1,0.2
JoJo Siwa,30,9,Rank,2-4,2,4,2,0.4
Amanda Kloots,30,9,Rank,2-4,2,4,2,0.4
Iman Shumpert,30,10,Rank,2-4,2,4,2,0.666667
Cody Rigsby,30,10,Rank,1-3,1,3,2,0.666667
JoJo Siwa,30,10,Rank,2-4,2,4,2,0.666667
Amanda Kloots,30,10,Rank,2-4,2,4,2,0.666667
Jason Lewis,31,1,Rank,12-15,12,15,3,0.2
Cheryl Ladd,31,1,Rank,4-12,4,12,8,0.533333
Selma Blair,31,1,Rank,4-12,4,12,8,0.533333
Joseph Baena,31,1,Rank,4-12,4,12,8,0.533333
Trevor Donovan,31,1,Rank,4-12,4,12,8,0.533333
Daniel Durant,31,1,Rank,4-12,4,12,8,0.533333
Wayne Brady,31,1,Rank,4-12,4,12,8,0.533333
Sam Champion,31,1,Rank,4-12,4,12,8,0.533333
Jessie James Decker,31,1,Rank,4-12,4,12,8,0.533333
Jordin Sparks,31,1,Rank,4-12,4,12,8,0.533333
Heidi D'Amelio,31,1,Rank,4-12,4,12,8,0.533333
Charli D'Amelio,31,1,Rank,4-12,4,12,8,0.533333
Teresa Giudice,31,1,Rank,4-12,4,12,8,0.533333
Vinny Guadagnino,31,1,Rank,3-9,3,9,6,0.4
Shangela,31,1,Rank,4-12,4,12,8,0.533333
Gabby Windey,31,1,Rank,4-12,4,12,8,0.533333
Cheryl Ladd,31,2,Rank,3-9,3,9,6,0.428571
Selma Blair,31,2,Rank,4-12,4,12,8,0.571429
Joseph Baena,31,2,Rank,4-10,4,10,6,0.428571
Trevor Donovan,31,2,Rank,4-12,4,12,8,0.571429
Daniel Durant,31,2,Rank,4-12,4,12,8,0.571429
Wayne Brady,31,2,Rank,4-12,4,12,8,0.571429
Sam Champion,31,2,Rank,4-11,4,11,7,0.5
Jessie James Decker,31,2,Rank,4-11,4,11,7,0.5
Jordin Sparks,31,2,Rank,4-12,4,12,8,0.571429
Heidi D'Amelio,31,2,Rank,4-12,4,12,8,0.571429
Charli D'Amelio,31,2,Rank,4-12,4,12,8,0.571429
Teresa Giudice,31,2,Rank,12-14,12,14,2,0.142857
Vinny Guadagnino,31,2,Rank,4-11,4,11,7,0.5
Shangela,31,2,Rank,4-12,4,12,8,0.571429
Gabby Windey,31,2,Rank,4-12,4,12,8,0.571429
Cheryl Ladd,31,3,Rank,11-13,11,13,2,0.153846
Selma Blair,31,3,Rank,4-11,4,11,7,0.538462
Joseph Baena,31,3,Rank,4-11,4,11,7,0.538462
Trevor Donovan,31,3,Rank,4-10,4,10,6,0.461538
Daniel Durant,31,3,Rank,4-11,4,11,7,0.538462
Wayne Brady,31,3,Rank,4-11,4,11,7,0.538462
Sam Champion,31,3,Rank,3-9,3,9,6,0.461538
Jessie James Decker,31,3,Rank,4-10,4,10,6,0.461538
Jordin Sparks,31,3,Rank,4-11,4,11,7,0.538462
Heidi D'Amelio,31,3,Rank,4-11,4,11,7,0.538462
Charli D'Amelio,31,3,Rank,4-11,4,11,7,0.538462
Vinny Guadagnino,31,3,Rank,3-8,3,8,5,0.384615
Shangela,31,3,Rank,4-11,4,11,7,0.538462
Gabby Windey,31,3,Rank,4-11,4,11,7,0.538462
Selma Blair,31,4,Rank,4-10,4,10,6,0.5
Joseph Baena,31,4,Rank,3-9,3,9,6,0.5
Trevor Donovan,31,4,Rank,3-9,3,9,6,0.5
Daniel Durant,31,4,Rank,3-10,3,10,7,0.583333
Wayne Brady,31,4,Rank,4-10,4,10,6,0.5
Sam Champion,31,4,Rank,9-12,9,12,3,0.25
Jessie James Decker,31,4,Rank,3-10,3,10,7,0.583333
Jordin Sparks,31,4,Rank,4-10,4,10,6,0.5
Heidi D'Amelio,31,4,Rank,4-10,4,10,6,0.5
Charli D'Amelio,31,4,Rank,4-10,4,10,6,0.5
Vinny Guadagnino,31,4,Rank,3-9,3,9,6,0.5
Shangela,31,4,Rank,4-10,4,10,6,0.5
Gabby Windey,31,4,Rank,4-10,4,10,6,0.5
Selma Blair,31,5,Rank,4-10,4,10,6,0.545455
Joseph Baena,31,5,Rank,10-12,10,12,2,0.181818
Trevor Donovan,31,5,Rank,3-9,3,9,6,0.545455
Daniel Durant,31,5,Rank,3-7,3,7,4,0.363636
Wayne Brady,31,5,Rank,4-10,4,10,6,0.545455
Jessie James Decker,31,5,Rank,3-9,3,9,6,0.545455
Jordin Sparks,31,5,Rank,3-9,3,9,6,0.545455
Heidi D'Amelio,31,5,Rank,4-10,4,10,6,0.545455
Charli D'Amelio,31,5,Rank,4-10,4,10,6,0.545455
Vinny Guadagnino,31,5,Rank,2-6,2,6,4,0.363636
Shangela,31,5,Rank,4-10,4,10,6,0.545455
Gabby Windey,31,5,Rank,4-10,4,10,6,0.545455
Trevor Donovan,31,6,Rank,3-8,3,8,5,0.555556
Daniel Durant,31,6,Rank,3-8,3,8,5,0.555556
Wayne Brady,31,6,Rank,3-8,3,8,5,0.555556
Jessie James Decker,31,6,Rank,7-9,7,9,2,0.222222
Jordin Sparks,31,6,Rank,3-8,3,8,5,0.555556
Heidi D'Amelio,31,6,Rank,3-8,3,8,5,0.555556
Charli D'Amelio,31,6,Rank,3-8,3,8,5,0.555556
Vinny Guadagnino,31,6,Rank,2-5,2,5,3,0.333333
Shangela,31,6,Rank,3-8,3,8,5,0.555556
Gabby Windey,31,6,Rank,3-8,3,8,5,0.555556
Trevor Donovan,31,7,Rank,3-7,3,7,4,0.5
Daniel Durant,31,7,Rank,3-7,3,7,4,0.5
Wayne Brady,31,7,Rank,3-7,3,7,4,0.5
Jordin Sparks,31,7,Rank,7-9,7,9,2,0.25
Heidi D'Amelio,31,7,Rank,2-6,2,6,4,0.5
Charli D'Amelio,31,7,Rank,3-7,3,7,4,0.5
Vinny Guadagnino,31,7,Rank,2-5,2,5,3,0.375
Shangela,31,7,Rank,3-7,3,7,4,0.5
Gabby Windey,31,7,Rank,3-7,3,7,4,0.5
Trevor Donovan,31,8,Rank,2-5,2,5,3,0.428571
Daniel Durant,31,8,Rank,2-5,2,5,3,0.428571
Wayne Brady,31,8,Rank,2-7,2,7,5,0.714286
Heidi D'Amelio,31,8,Rank,5-8,5,8,3,0.428571
Charli D'Amelio,31,8,Rank,2-7,2,7,5,0.714286
Vinny Guadagnino,31,8,Rank,4-7,4,7,3,0.428571
Shangela,31,8,Rank,2-7,2,7,5,0.714286
Gabby Windey,31,8,Rank,2-6,2,6,4,0.571429
Trevor Donovan,31,9,Rank,3-5,3,5,2,0.4
Daniel Durant,31,9,Rank,3-6,3,6,3,0.6
Wayne Brady,31,9,Rank,2-4,2,4,2,0.4
Charli D'Amelio,31,9,Rank,2-5,2,5,3,0.6
Shangela,31,9,Rank,2-4,2,4,2,0.4
Gabby Windey,31,9,Rank,2-5,2,5,3,0.6
Wayne Brady,31,10,Rank,1-3,1,3,2,0.666667
Charli D'Amelio,31,10,Rank,2-4,2,4,2,0.666667
Shangela,31,10,Rank,1-3,1,3,2,0.666667
Gabby Windey,31,10,Rank,2-4,2,4,2,0.666667
Jamie Lynn Spears,32,1,Rank,4-11,4,11,7,0.538462
Mira Sorvino,32,1,Rank,4-11,4,11,7,0.538462
Barry Williams,32,1,Rank,4-11,4,11,7,0.538462
Alyson Hannigan,32,1,Rank,4-10,4,10,6,0.461538
Xochitl Gomez,32,1,Rank,4-11,4,11,7,0.538462
Adrian Peterson,32,1,Rank,4-11,4,11,7,0.538462
Matt Walsh,32,1,Rank,11-14,11,14,3,0.230769
Tyson Beckford,32,1,Rank,3-9,3,9,6,0.461538
Jason Mraz,32,1,Rank,4-11,4,11,7,0.538462
Lele Pons,32,1,Rank,4-11,4,11,7,0.538462
Harry Jowsey,32,1,Rank,3-9,3,9,6,0.461538
Mauricio Umansky,32,1,Rank,4-11,4,11,7,0.538462
Charity Lawson,32,1,Rank,4-11,4,11,7,0.538462
Ariana Madix,32,1,Rank,4-11,4,11,7,0.538462
Jamie Lynn Spears,32,2,Rank,12-13,12,13,1,0.083333
Mira Sorvino,32,2,Rank,4-10,4,10,6,0.5
Barry Williams,32,2,Rank,3-8,3,8,5,0.416667
Alyson Hannigan,32,2,Rank,4-10,4,10,6,0.5
Xochitl Gomez,32,2,Rank,4-11,4,11,7,0.583333
Adrian Peterson,32,2,Rank,3-8,3,8,5,0.416667
Tyson Beckford,32,2,Rank,4-10,4,10,6,0.5
Jason Mraz,32,2,Rank,4-11,4,11,7,0.583333
Lele Pons,32,2,Rank,4-11,4,11,7,0.583333
Harry Jowsey,32,2,Rank,3-8,3,8,5,0.416667
Mauricio Umansky,32,2,Rank,2-6,2,6,4,0.333333
Charity Lawson,32,2,Rank,4-10,4,10,6,0.5
Ariana Madix,32,2,Rank,4-11,4,11,7,0.583333
Mira Sorvino,32,3,Rank,3-10,3,10,7,0.636364
Barry Williams,32,3,Rank,3-9,3,9,6,0.545455
Alyson Hannigan,32,3,Rank,3-9,3,9,6,0.545455
Xochitl Gomez,32,3,Rank,3-10,3,10,7,0.636364
Adrian Peterson,32,3,Rank,3-8,3,8,5,0.454545
Tyson Beckford,32,3,Rank,8-11,8,11,3,0.272727
Jason Mraz,32,3,Rank,3-10,3,10,7,0.636364
Lele Pons,32,3,Rank,3-10,3,10,7,0.636364
Harry Jowsey,32,3,Rank,3-9,3,9,6,0.545455
Mauricio Umansky,32,3,Rank,3-8,3,8,5,0.454545
Charity Lawson,32,3,Rank,3-10,3,10,7,0.636364
Ariana Madix,32,3,Rank,3-10,3,10,7,0.636364
Mira Sorvino,32,4,Rank,4-8,4,8,4,0.4
Barry Williams,32,4,Rank,2-5,2,5,3,0.3
Alyson Hannigan,32,4,Rank,2-5,2,5,3,0.3
Xochitl Gomez,32,4,Rank,4-9,4,9,5,0.5
Adrian Peterson,32,4,Rank,10-11,10,11,1,0.1
Jason Mraz,32,4,Rank,4-9,4,9,5,0.5
Lele Pons,32,4,Rank,4-9,4,9,5,0.5
Harry Jowsey,32,4,Rank,4-8,4,8,4,0.4
Mauricio Umansky,32,4,Rank,2-6,2,6,4,0.4
Charity Lawson,32,4,Rank,4-9,4,9,5,0.5
Ariana Madix,32,4,Rank,4-9,4,9,5,0.5
Mira Sorvino,32,5,Rank,8-10,8,10,2,0.222222
Barry Williams,32,5,Rank,3-7,3,7,4,0.444444
Alyson Hannigan,32,5,Rank,2-5,2,5,3,0.333333
Xochitl Gomez,32,5,Rank,3-8,3,8,5,0.555556
Jason Mraz,32,5,Rank,3-8,3,8,5,0.555556
Lele Pons,32,5,Rank,3-8,3,8,5,0.555556
Harry Jowsey,32,5,Rank,2-5,2,5,3,0.333333
Mauricio Umansky,32,5,Rank,3-7,3,7,4,0.444444
Charity Lawson,32,5,Rank,3-8,3,8,5,0.555556
Ariana Madix,32,5,Rank,3-8,3,8,5,0.555556
Barry Williams,32,6,Rank,2-6,2,6,4,0.5
Alyson Hannigan,32,6,Rank,2-5,2,5,3,0.375
Xochitl Gomez,32,6,Rank,3-7,3,7,4,0.5
Jason Mraz,32,6,Rank,3-7,3,7,4,0.5
Lele Pons,32,6,Rank,3-7,3,7,4,0.5
Harry Jowsey,32,6,Rank,2-4,2,4,2,0.25
Mauricio Umansky,32,6,Rank,8-9,8,9,1,0.125
Charity Lawson,32,6,Rank,3-7,3,7,4,0.5
Ariana Madix,32,6,Rank,3-7,3,7,4,0.5
Barry Williams,32,7,Rank,2-3,2,3,1,0.142857
Alyson Hannigan,32,7,Rank,3-4,3,4,1,0.142857
Xochitl Gomez,32,7,Rank,5-7,5,7,2,0.285714
Jason Mraz,32,7,Rank,4-6,4,6,2,0.285714
Lele Pons,32,7,Rank,8-8,8,8,0,0
Harry Jowsey,32,7,Rank,1-2,1,2,1,0.142857
Charity Lawson,32,7,Rank,4-6,4,6,2,0.285714
Ariana Madix,32,7,Rank,5-7,5,7,2,0.285714
Barry Williams,32,8,Rank,5-6,5,6,1,0.166667
Alyson Hannigan,32,8,Rank,3-5,3,5,2,0.333333
Xochitl Gomez,32,8,Rank,3-7,3,7,4,0.666667
Jason Mraz,32,8,Rank,2-3,2,3,1,0.166667
Harry Jowsey,32,8,Rank,1-2,1,2,1,0.166667
Charity Lawson,32,8,Rank,3-7,3,7,4,0.666667
Ariana Madix,32,8,Rank,3-7,3,7,4,0.666667
Alyson Hannigan,32,9,Rank,1-4,1,4,3,0.6
Xochitl Gomez,32,9,Rank,2-6,2,6,4,0.8
Jason Mraz,32,9,Rank,2-5,2,5,3,0.6
Harry Jowsey,32,9,Rank,4-5,4,5,1,0.2
Charity Lawson,32,9,Rank,2-5,2,5,3,0.6
Ariana Madix,32,9,Rank,2-5,2,5,3,0.6
Alyson Hannigan,32,10,Rank,2-4,2,4,2,0.5
Xochitl Gomez,32,10,Rank,2-4,2,4,2,0.5
Jason Mraz,32,10,Rank,2-4,2,4,2,0.5
Charity Lawson,32,10,Rank,2-4,2,4,2,0.5
Ariana Madix,32,10,Rank,2-4,2,4,2,0.5
Alyson Hannigan,32,11,Rank,2-4,2,4,2,0.5
Xochitl Gomez,32,11,Rank,2-4,2,4,2,0.5
Jason Mraz,32,11,Rank,2-4,2,4,2,0.5
Charity Lawson,32,11,Rank,2-4,2,4,2,0.5
Ariana Madix,32,11,Rank,2-4,2,4,2,0.5
Tori Spelling,33,1,Rank,4-10,4,10,6,0.5
Eric Roberts,33,1,Rank,4-10,4,10,6,0.5
Reginald VelJohnson,33,1,Rank,4-10,4,10,6,0.5
Chandler Kinney,33,1,Rank,4-10,4,10,6,0.5
Dwight Howard ,33,1,Rank,4-10,4,10,6,0.5
Danny Amendola,33,1,Rank,4-10,4,10,6,0.5
Stephen Nedoroscik,33,1,Rank,4-10,4,10,6,0.5
Ilona Maher,33,1,Rank,4-10,4,10,6,0.5
Anna Delvey,33,1,Rank,4-10,4,10,6,0.5
Brooks Nader,33,1,Rank,4-10,4,10,6,0.5
Phaedra Parks,33,1,Rank,4-10,4,10,6,0.5
Jenn Tran,33,1,Rank,4-10,4,10,6,0.5
Joey Graziadei,33,1,Rank,4-10,4,10,6,0.5
Tori Spelling,33,2,Rank,11-13,11,13,2,0.166667
Eric Roberts,33,2,Rank,2-6,2,6,4,0.333333
Reginald VelJohnson,33,2,Rank,2-6,2,6,4,0.333333
Chandler Kinney,33,2,Rank,4-10,4,10,6,0.5
Dwight Howard ,33,2,Rank,4-10,4,10,6,0.5
Danny Amendola,33,2,Rank,4-10,4,10,6,0.5
